tournament,team,player
2022,Ecuador,Ángel Mena
2022,Ecuador,Ángelo Preciado
2022,England,Aaron Ramsdale
2022,England,Ben White
2022,England,Bukayo Saka
2022,England,Callum Wilson
2022,England,Conor Coady
2022,England,Conor Gallagher
2022,England,Declan Rice
2022,England,Eric Dier
2022,England,Harry Kane
2022,England,Harry Maguire
2022,England,Jack Grealish
2022,England,James Maddison
2022,England,John Stones
2022,England,Jordan Henderson
2022,England,Jordan Pickford
2022,England,Jude Bellingham
2022,England,Kalvin Phillips
2022,England,Kieran Trippier
2022,England,Kyle Walker
2022,England,Luke Shaw
2022,England,Marcus Rashford
2022,England,Mason Mount
2022,England,Nick Pope
2022,England,Phil Foden
2022,England,Raheem Sterling
2022,England,Trent Alexander-Arnold
2022,France,Adrien Rabiot
2022,France,Alphonse Areola
2022,France,Antoine Griezmann
2022,France,Aurélien Tchouaméni
2022,France,Axel Disasi
2022,France,Benjamin Pavard
2022,France,Dayot Upamecano
2022,France,Eduardo Camavinga
2022,France,Hugo Lloris
2022,France,Ibrahima Konaté
2022,France,Jordan Veretout
2022,France,Jules Koundé
2022,France,Karim Benzema
2022,France,Kingsley Coman
2022,France,Kylian Mbappé
2022,France,Lucas Hernandez
2022,France,Marcus Thuram
2022,France,Mattéo Guendouzi
2022,France,Olivier Giroud
2022,France,Ousmane Dembélé
2022,France,Randal Kolo Muani
2022,France,Raphaël Varane
2022,France,Steve Mandanda
2022,France,Théo Hernandez
2022,France,William Saliba
2022,France,Youssouf Fofana (French footballer)
2022,Germany,Antonio Rüdiger
2022,Germany,Armel Bella-Kotchap
2022,Germany,Christian Günter
2022,Germany,David Raum
2022,Germany,Jamal Musiala
2022,Germany,Jonas Hofmann
2022,Germany,Joshua Kimmich
2022,Germany,Julian Brandt
2022,Germany,Kai Havertz
2022,Germany,Karim Adeyemi
2022,Germany,Kevin Trapp
2022,Germany,Leon Goretzka
2022,Germany,Leroy Sané
2022,Germany,Lukas Klostermann
2022,Germany,Manuel Neuer
2022,Germany,Marc-André ter Stegen
2022,Germany,Mario Götze
2022,Germany,Matthias Ginter
2022,Germany,Niclas Füllkrug
2022,Germany,Nico Schlotterbeck
2022,Germany,Niklas Süle
2022,Germany,Serge Gnabry
2022,Germany,Thilo Kehrer
2022,Germany,Thomas Müller
2022,Germany,Youssoufa Moukoko
2022,Germany,İlkay Gündoğan
2022,Ghana,Abdul Fatawu Issahaku
2022,Ghana,Abdul Manaf Nurudeen
2022,Ghana,Alexander Djiku
2022,Ghana,Alidu Seidu
2022,Ghana,André Ayew
2022,Ghana,Antoine Semenyo
2022,Ghana,Baba Rahman
2022,Ghana,Daniel Afriyie
2022,Ghana,Daniel Amartey
2022,Ghana,Daniel-Kofi Kyereh
2022,Ghana,Denis Odoi
2022,Ghana,Elisha Owusu
2022,Ghana,Gideon Mensah
2022,Ghana,Ibrahim Danlad
2022,Ghana,Iñaki Williams
2022,Ghana,Jordan Ayew
2022,Ghana,Joseph Aidoo (Ghanaian footballer)
2022,Ghana,Kamal Sowah
2022,Ghana,Kamaldeen Sulemana
2022,Ghana,Lawrence Ati-Zigi
2022,Ghana,Mohammed Kudus
2022,Ghana,Mohammed Salisu
2022,Ghana,Osman Bukari
2022,Ghana,Salis Abdul Samed
2022,Ghana,Tariq Lamptey
2022,Ghana,Thomas Partey
2022,Iran,Abolfazl Jalali
2022,Iran,Ahmad Nourollahi
2022,Iran,Ali Gholizadeh
2022,Iran,Ali Karimi
2022,Iran,Alireza Beiranvand
2022,Iran,Alireza Jahanbakhsh
2022,Iran,Amir Abedzadeh
2022,Iran,Ehsan Hajsafi
2022,Iran,Hossein Hosseini
2022,Iran,Hossein Kanaanizadegan
2022,Iran,Karim Ansarifard
2022,Iran,Majid Hosseini
2022,Iran,Mehdi Taremi
2022,Iran,Mehdi Torabi
2022,Iran,Milad Mohammadi
2022,Iran,Morteza Pouraliganji
2022,Iran,Payam Niazmand
2022,Iran,Ramin Rezaeian
2022,Iran,Rouzbeh Cheshmi
2022,Iran,Sadegh Moharrami
2022,Iran,Saeid Ezatolahi
2022,Iran,Saman Ghoddos
2022,Iran,Sardar Azmoun
2022,Iran,Shojae Khalilzadeh
2022,Iran,Vahid Amiri
2022,Japan,Ao Tanaka
2022,Japan,Ayase Ueda
2022,Japan,Daichi Kamada
2022,Japan,Daizen Maeda
2022,Japan,Daniel Schmidt
2022,Japan,Eiji Kawashima
2022,Japan,Gaku Shibasaki
2022,Japan,Hidemasa Morita
2022,Japan,Hiroki Itō
2022,Japan,Hiroki Sakai
2022,Japan,Junya Itō
2022,Japan,Kaoru Mitoma
2022,Japan,Kō Itakura
2022,Japan,Maya Yoshida
2022,Japan,Miki Yamane
2022,Japan,Ritsu Dōan
2022,Japan,Shōgo Taniguchi
2022,Japan,Shūichi Gonda
2022,Japan,Shūto Machino
2022,Japan,Takefusa Kubo
2022,Japan,Takehiro Tomiyasu
2022,Japan,Takuma Asano
2022,Japan,Takumi Minamino
2022,Japan,Wataru Endō
2022,Japan,Yūki Sōma
2022,Japan,Yūto Nagatomo
2022,Mexico,Alexis Vega
2022,Mexico,Alfredo Talavera
2022,Mexico,Andrés Guardado
2022,Mexico,Carlos Alberto Rodríguez
2022,Mexico,César Montes
2022,Mexico,Edson Álvarez
2022,Mexico,Gerardo Arteaga
2022,Mexico,Guillermo Ochoa
2022,Mexico,Henry Martín
2022,Mexico,Hirving Lozano
2022,Mexico,Héctor Herrera
2022,Mexico,Héctor Moreno
2022,Mexico,Jesús Gallardo
2022,Mexico,Johan Vásquez
2022,Mexico,Jorge Sánchez
2022,Mexico,Kevin Álvarez
2022,Mexico,Luis Chávez
2022,Mexico,Luis Romo
2022,Mexico,Néstor Araujo
2022,Mexico,Orbelín Pineda
2022,Mexico,Raúl Jiménez
2022,Mexico,Roberto Alvarado
2022,Mexico,Rodolfo Cota
2022,Mexico,Rogelio Funes Mori
2022,Mexico,Uriel Antuna
2022,Mexico,Érick Gutiérrez
2022,Morocco,Abde Ezzalzouli
2022,Morocco,Abdelhamid Sabiri
2022,Morocco,Abderrazak Hamdallah
2022,Morocco,Achraf Dari
2022,Morocco,Achraf Hakimi
2022,Morocco,Ahmed Reda Tagnaouti
2022,Morocco,Anass Zaroury
2022,Morocco,Azzedine Ounahi
2022,Morocco,Badr Benoun
2022,Morocco,Bilal El Khannous
2022,Morocco,Hakim Ziyech
2022,Morocco,Ilias Chair
2022,Morocco,Jawad El Yamiq
2022,Morocco,Munir Mohamedi
2022,Morocco,Nayef Aguerd
2022,Morocco,Noussair Mazraoui
2022,Morocco,Romain Saïss
2022,Morocco,Selim Amallah
2022,Morocco,Sofiane Boufal
2022,Morocco,Sofyan Amrabat
2022,Morocco,Walid Cheddira
2022,Morocco,Yahia Attiyat Allah
2022,Morocco,Yahya Jabrane
2022,Morocco,Yassine Bounou
2022,Morocco,Youssef En-Nesyri
2022,Morocco,Zakaria Aboukhlal
2022,Netherlands,Andries Noppert
2022,Netherlands,Cody Gakpo
2022,Netherlands,Daley Blind
2022,Netherlands,Davy Klaassen
2022,Netherlands,Denzel Dumfries
2022,Netherlands,Frenkie de Jong
2022,Netherlands,Jeremie Frimpong
2022,Netherlands,Jurriën Timber
2022,Netherlands,Justin Bijlow
2022,Netherlands,Kenneth Taylor
2022,Netherlands,Luuk de Jong
2022,Netherlands,Marten de Roon
2022,Netherlands,Matthijs de Ligt
2022,Netherlands,Memphis Depay
2022,Netherlands,Nathan Aké
2022,Netherlands,Noa Lang
2022,Netherlands,Remko Pasveer
2022,Netherlands,Stefan de Vrij
2022,Netherlands,Steven Berghuis
2022,Netherlands,Steven Bergwijn
2022,Netherlands,Teun Koopmeiners
2022,Netherlands,Tyrell Malacia
2022,Netherlands,Vincent Janssen
2022,Netherlands,Virgil van Dijk
2022,Netherlands,Wout Weghorst
2022,Netherlands,Xavi Simons
2022,Poland,Arkadiusz Milik
2022,Poland,Artur Jędrzejczyk
2022,Poland,Bartosz Bereszyński
2022,Poland,Damian Szymański
2022,Poland,Grzegorz Krychowiak
2022,Poland,Jakub Kamiński
2022,Poland,Jakub Kiwior
2022,Poland,Jan Bednarek
2022,Poland,Kamil Glik
2022,Poland,Kamil Grabara
2022,Poland,Kamil Grosicki
2022,Poland,Karol Świderski
2022,Poland,Krystian Bielik
2022,Poland,Krzysztof Piątek
2022,Poland,Mateusz Wieteska
2022,Poland,Matty Cash
2022,Poland,Michał Skóraś
2022,Poland,Nicola Zalewski
2022,Poland,Piotr Zieliński
2022,Poland,Przemysław Frankowski
2022,Poland,Robert Gumny
2022,Poland,Robert Lewandowski
2022,Poland,Sebastian Szymański
2022,Poland,Szymon Żurkowski
2022,Poland,Wojciech Szczęsny
2022,Poland,Łukasz Skorupski
2022,Portugal,André Silva
2022,Portugal,António Silva
2022,Portugal,Bernardo Silva
2022,Portugal,Bruno Fernandes
2022,Portugal,Cristiano Ronaldo
2022,Portugal,Danilo Pereira
2022,Portugal,Diogo Costa
2022,Portugal,Diogo Dalot
2022,Portugal,Gonçalo Ramos
2022,Portugal,José Sá
2022,Portugal,João Cancelo
2022,Portugal,João Félix
2022,Portugal,João Mário
2022,Portugal,João Palhinha
2022,Portugal,Matheus Nunes
2022,Portugal,Nuno Mendes
2022,Portugal,Otávio
2022,Portugal,Pepe
2022,Portugal,Rafael Leão
2022,Portugal,Raphaël Guerreiro
2022,Portugal,Ricardo Horta
2022,Portugal,Rui Patrício
2022,Portugal,Rúben Dias
2022,Portugal,Rúben Neves
2022,Portugal,Vitinha
2022,Portugal,William Carvalho
2022,Qatar,Abdelkarim Hassan
2022,Qatar,Abdulaziz Hatem
2022,Qatar,Ahmed Alaaeldin
2022,Qatar,Akram Afif
2022,Qatar,Ali Assadalla
2022,Qatar,Almoez Ali
2022,Qatar,Assim Madibo
2022,Qatar,Bassam Al-Rawi
2022,Qatar,Boualem Khoukhi
2022,Qatar,Hassan Al-Haydos
2022,Qatar,Homam Ahmed
2022,Qatar,Ismaeel Mohammad
2022,Qatar,Jassem Gaber
2022,Qatar,Karim Boudiaf
2022,Qatar,Khalid Muneer
2022,Qatar,Meshaal Barsham
2022,Qatar,Mohammed Muntari
2022,Qatar,Mohammed Waad
2022,Qatar,Mostafa Meshaal
2022,Qatar,Musab Kheder
2022,Qatar,Naif Al-Hadhrami
2022,Qatar,Pedro Miguel
2022,Qatar,Saad Al-Sheeb
2022,Qatar,Salem Al-Hajri
2022,Qatar,Tarek Salman
2022,Qatar,Yousef Hassan
2022,Saudi Arabia,Abdulelah Al-Amri
2022,Saudi Arabia,Abdulellah Al-Malki
2022,Saudi Arabia,Abdullah Madu
2022,Saudi Arabia,Abdullah Otayf
2022,Saudi Arabia,Abdulrahman Al-Aboud
2022,Saudi Arabia,Ali Al-Bulaihi
2022,Saudi Arabia,Ali Al-Hassan
2022,Saudi Arabia,Firas Al-Buraikan
2022,Saudi Arabia,Haitham Asiri
2022,Saudi Arabia,Hassan Al-Tambakti
2022,Saudi Arabia,Hattan Bahebri
2022,Saudi Arabia,Mohamed Kanno
2022,Saudi Arabia,Mohammed Al-Breik
2022,Saudi Arabia,Mohammed Al-Owais
2022,Saudi Arabia,Mohammed Al-Rubaie
2022,Saudi Arabia,Nasser Al-Dawsari
2022,Saudi Arabia,Nawaf Al-Abed
2022,Saudi Arabia,Nawaf Al-Aqidi
2022,Saudi Arabia,Riyadh Sharahili
2022,Saudi Arabia,Saleh Al-Shehri
2022,Saudi Arabia,Salem Al-Dawsari
2022,Saudi Arabia,Salman Al-Faraj
2022,Saudi Arabia,Sami Al-Najei
2022,Saudi Arabia,Saud Abdulhamid
2022,Saudi Arabia,Sultan Al-Ghannam
2022,Saudi Arabia,Yasser Al-Shahrani
2022,Senegal,Abdou Diallo
2022,Senegal,Alfred Gomis
2022,Senegal,Bamba Dieng
2022,Senegal,Boulaye Dia
2022,Senegal,Cheikhou Kouyaté
2022,Senegal,Famara Diédhiou
2022,Senegal,Fodé Ballo-Touré
2022,Senegal,Formose Mendy
2022,Senegal,Idrissa Gueye
2022,Senegal,Iliman Ndiaye
2022,Senegal,Ismail Jakobs
2022,Senegal,Ismaïla Sarr
2022,Senegal,Kalidou Koulibaly
2022,Senegal,Krépin Diatta
2022,Senegal,Mamadou Loum
2022,Senegal,Moussa N'Diaye
2022,Senegal,Moustapha Name
2022,Senegal,Nampalys Mendy
2022,Senegal,Nicolas Jackson
2022,Senegal,Pape Abou Cissé
2022,Senegal,Pape Gueye
2022,Senegal,Pape Matar Sarr
2022,Senegal,Pathé Ciss
2022,Senegal,Seny Dieng
2022,Senegal,Youssouf Sabaly
2022,Senegal,Édouard Mendy
2022,Serbia,Aleksandar Mitrović
2022,Serbia,Andrija Živković
2022,Serbia,Darko Lazović
2022,Serbia,Dušan Tadić
2022,Serbia,Dušan Vlahović
2022,Serbia,Filip Kostić
2022,Serbia,Filip Mladenović
2022,Serbia,Filip Đuričić
2022,Serbia,Ivan Ilić
2022,Serbia,Luka Jović
2022,Serbia,Marko Dmitrović
2022,Serbia,Marko Grujić
2022,Serbia,Miloš Veljković
2022,Serbia,Nemanja Gudelj
2022,Serbia,Nemanja Maksimović
2022,Serbia,Nemanja Radonjić
2022,Serbia,Nikola Milenković
2022,Serbia,Predrag Rajković
2022,Serbia,Saša Lukić
2022,Serbia,Sergej Milinković-Savić
2022,Serbia,Srđan Babić
2022,Serbia,Stefan Mitrović
2022,Serbia,Strahinja Eraković
2022,Serbia,Strahinja Pavlović
2022,Serbia,Uroš Račić
2022,Serbia,Vanja Milinković-Savić
2022,South Korea,Cho Gue-sung
2022,South Korea,Cho Yu-min
2022,South Korea,Hong Chul
2022,South Korea,Hwang Hee-chan
2022,South Korea,Hwang In-beom
2022,South Korea,Hwang Ui-jo
2022,South Korea,Jeong Woo-yeong
2022,South Korea,Jo Hyeon-woo
2022,South Korea,Jung Woo-young
2022,South Korea,Kim Jin-su
2022,South Korea,Kim Min-jae
2022,South Korea,Kim Moon-hwan
2022,South Korea,Kim Seung-gyu
2022,South Korea,Kim Tae-hwan
2022,South Korea,Kim Young-gwon
2022,South Korea,Kwon Chang-hoon
2022,South Korea,Kwon Kyung-won
2022,South Korea,Lee Jae-sung
2022,South Korea,Lee Kang-in
2022,South Korea,Na Sang-ho
2022,South Korea,Paik Seung-ho
2022,South Korea,Son Heung-min
2022,South Korea,Son Jun-ho
2022,South Korea,Song Bum-keun
2022,South Korea,Song Min-kyu
2022,South Korea,Yoon Jong-gyu
2022,Spain,Alejandro Balde
2022,Spain,Ansu Fati
2022,Spain,Aymeric Laporte
2022,Spain,Carlos Soler
2022,Spain,César Azpilicueta
2022,Spain,Dani Carvajal
2022,Spain,Dani Olmo
2022,Spain,David Raya
2022,Spain,Eric García
2022,Spain,Ferran Torres
2022,Spain,Gavi
2022,Spain,Hugo Guillamón
2022,Spain,Jordi Alba
2022,Spain,Koke
2022,Spain,Marco Asensio
2022,Spain,Marcos Llorente
2022,Spain,Nico Williams
2022,Spain,Pablo Sarabia
2022,Spain,Pau Torres
2022,Spain,Pedri
2022,Spain,Robert Sánchez
2022,Spain,Rodri
2022,Spain,Sergio Busquets
2022,Spain,Unai Simón
2022,Spain,Yéremy Pino
2022,Spain,Álvaro Morata
2022,Switzerland,Ardon Jashari
2022,Switzerland,Breel Embolo
2022,Switzerland,Christian Fassnacht
2022,Switzerland,Denis Zakaria
2022,Switzerland,Djibril Sow
2022,Switzerland,Edimilson Fernandes
2022,Switzerland,Eray Cömert
2022,Switzerland,Fabian Frei
2022,Switzerland,Fabian Rieder
2022,Switzerland,Fabian Schär
2022,Switzerland,Granit Xhaka
2022,Switzerland,Gregor Kobel
2022,Switzerland,Haris Seferovic
2022,Switzerland,Jonas Omlin
2022,Switzerland,Manuel Akanji
2022,Switzerland,Michel Aebischer
2022,Switzerland,Nico Elvedi
2022,Switzerland,Noah Okafor
2022,Switzerland,Philipp Köhn
2022,Switzerland,Remo Freuler
2022,Switzerland,Renato Steffen
2022,Switzerland,Ricardo Rodriguez
2022,Switzerland,Ruben Vargas
2022,Switzerland,Silvan Widmer
2022,Switzerland,Xherdan Shaqiri
2022,Switzerland,Yann Sommer
2022,Tunisia,Ali Abdi
2022,Tunisia,Ali Maâloul
2022,Tunisia,Anis Ben Slimane
2022,Tunisia,Aymen Dahmen
2022,Tunisia,Aymen Mathlouthi
2022,Tunisia,Aïssa Laïdouni
2022,Tunisia,Bechir Ben Saïd
2022,Tunisia,Bilel Ifa
2022,Tunisia,Dylan Bronn
2022,Tunisia,Ellyes Skhiri
2022,Tunisia,Ferjani Sassi
2022,Tunisia,Ghailene Chaalali
2022,Tunisia,Hannibal Mejbri
2022,Tunisia,Issam Jebali
2022,Tunisia,Mohamed Ali Ben Romdhane
2022,Tunisia,Mohamed Dräger
2022,Tunisia,Montassar Talbi
2022,Tunisia,Mouez Hassen
2022,Tunisia,Nader Ghandri
2022,Tunisia,Naïm Sliti
2022,Tunisia,Seifeddine Jaziri
2022,Tunisia,Taha Yassine Khenissi
2022,Tunisia,Wahbi Khazri
2022,Tunisia,Wajdi Kechrida
2022,Tunisia,Yassine Meriah
2022,Tunisia,Youssef Msakni
2022,United States,Aaron Long (soccer)
2022,United States,Antonee Robinson
2022,United States,Brenden Aaronson
2022,United States,Cameron Carter-Vickers
2022,United States,Christian Pulisic
2022,United States,Cristian Roldan
2022,United States,DeAndre Yedlin
2022,United States,Ethan Horvath
2022,United States,Giovanni Reyna
2022,United States,Haji Wright
2022,United States,Jesús Ferreira
2022,United States,Joe Scally
2022,United States,Jordan Morris
2022,United States,Josh Sargent
2022,United States,Kellyn Acosta
2022,United States,Luca de la Torre
2022,United States,Matt Turner (soccer)
2022,United States,Sean Johnson (soccer)
2022,United States,Sergiño Dest
2022,United States,Shaq Moore
2022,United States,Tim Ream
2022,United States,Timothy Weah
2022,United States,Tyler Adams
2022,United States,Walker Zimmerman
2022,United States,Weston McKennie
2022,United States,Yunus Musah
2022,Uruguay,Agustín Canobbio
2022,Uruguay,Darwin Núñez
2022,Uruguay,Diego Godín
2022,Uruguay,Edinson Cavani
2022,Uruguay,Facundo Pellistri
2022,Uruguay,Facundo Torres
2022,Uruguay,Federico Valverde
2022,Uruguay,Fernando Muslera
2022,Uruguay,Giorgian de Arrascaeta
2022,Uruguay,Guillermo Varela
2022,Uruguay,José Luis Rodríguez
2022,Uruguay,José María Giménez
2022,Uruguay,Lucas Torreira
2022,Uruguay,Luis Suárez
2022,Uruguay,Manuel Ugarte
2022,Uruguay,Martín Cáceres
2022,Uruguay,Mathías Olivera
2022,Uruguay,Matías Vecino
2022,Uruguay,Matías Viña
2022,Uruguay,Maxi Gómez
2022,Uruguay,Nicolás de la Cruz
2022,Uruguay,Rodrigo Bentancur
2022,Uruguay,Ronald Araújo
2022,Uruguay,Sebastián Coates
2022,Uruguay,Sebastián Sosa
2022,Uruguay,Sergio Rochet
2022,Wales,Aaron Ramsey
2022,Wales,Adam Davies
2022,Wales,Ben Cabango
2022,Wales,Ben Davies
2022,Wales,Brennan Johnson
2022,Wales,Chris Gunter
2022,Wales,Chris Mepham
2022,Wales,Connor Roberts
2022,Wales,Daniel James
2022,Wales,Danny Ward (Welsh footballer)
2022,Wales,Dylan Levitt
2022,Wales,Ethan Ampadu
2022,Wales,Gareth Bale
2022,Wales,Harry Wilson
2022,Wales,Joe Allen
2022,Wales,Joe Morrell
2022,Wales,Joe Rodon
2022,Wales,Jonny Williams
2022,Wales,Kieffer Moore
2022,Wales,Mark Harris (Welsh footballer)
2022,Wales,Matthew Smith
2022,Wales,Neco Williams
2022,Wales,Rubin Colwill
2022,Wales,Sorba Thomas
2022,Wales,Tom Lockyer
2022,Wales,Wayne Hennessey
